symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,95.28161516666668,"graham_current_ratio,graham_earnings_stability",2278178304.0,7.8978004,2.1148717,0.865,0.05722000000000001,0.34974998,0.59726,0.45431,423198496.0,0.0087,3.0
EXEL,False,92.42275656897021,graham_pe_times_pb,13427290112.0,16.673845,7.3150644,3.456,0.08999,0.44393003,0.96483004,0.39513,739715136.0,,4.0
INVA,False,91.53011116284124,graham_size,1527984896.0,4.8508945,1.2457238,16.007,0.26859,0.36676,0.72670996,0.43277,110332496.0,,4.0
ADBE,False,90.78355000000002,"graham_current_ratio,graham_pe_times_pb",108223356928.0,15.56661,9.431531,0.751,0.61443,0.62953997,0.89404,0.35327998,9218374656.0,,4.0
YOU,False,88.57893494524004,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5960417792.0,29.658783,24.291643,1.04,0.45141,1.19174,0.66656,0.29865,418440384.0,0.013000000000000001,3.0
SNDK,False,88.0782735336235,"graham_earnings_stability,graham_pe,graham_pe_times_pb",233405071360.0,21.61771,17.12455,2.29,0.012769999999999998,0.9164,0.71474,0.78472,7720875008.0,,1.0
TDC,False,87.61760714285714,graham_current_ratio,2560290048.0,5.7957897,4.359462,0.915,0.16695000000000002,1.19116,0.61325,0.11951,348500000.0,,4.0
QLYS,False,86.641765460435,"graham_current_ratio,graham_pe,graham_pe_times_pb",6390734336.0,32.0156,11.385515,1.384,0.09498,0.38592,0.83417,0.33979,244382624.0,,4.0
NFLX,False,86.48353102480519,"graham_current_ratio,graham_pe,graham_pe_times_pb",332469764096.0,25.10849,11.026792,1.142,0.55236,0.49541,0.49118,0.33381,25387552768.0,,4.0
DECK,False,85.61542522643576,graham_pe_times_pb,12172615680.0,12.714793,5.30979,2.747,0.20521,0.42558,0.57804,0.15233,871420352.0,,4.0
PEGA,False,85.04549294285715,"graham_current_ratio,graham_earnings_stability,graham_pe_times_pb",5528938496.0,19.107956,9.86217,1.059,0.12851,0.54693,0.75573,0.046040002,507401984.0,0.0034999999999999996,3.0
GEN,False,85.00000000000001,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",16532973568.0,16.152046,6.229139,0.466,3.07831,0.41944,0.78007007,0.35554,1547124992.0,0.0182,4.0
FHI,False,84.87043301232582,graham_pe_times_pb,4764818944.0,11.862453,3.6393707,2.592,0.32354,0.31137,0.69044,0.27722,371463872.0,0.0225,4.0
CARG,False,83.72200591656429,graham_pe_times_pb,3279685632.0,18.502512,13.957543,1.85,0.7003499999999999,0.53470004,0.92375,0.25275,241320752.0,,4.0
ALL,False,83.71084933333334,"graham_current_ratio,graham_earnings_stability",65252524032.0,5.166366,2.0679376,0.363,0.22261,0.46113998,0.36800998,0.22827,15158625280.0,0.0166,2.0
NEM,False,83.43527990000052,"graham_earnings_stability,graham_pe_times_pb",134572310528.0,16.105297,3.8375902,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.0083,2.0
APAM,False,83.4094443809524,graham_pe_times_pb,3011668480.0,10.172661,7.1703854,3.007,0.57111,0.64552003,0.45593,0.27482998,291218624.0,0.0814,4.0
INCY,False,82.73535522452687,graham_pe_times_pb,26184493056.0,15.811504,4.0921183,4.593,0.00603,0.30667,0.55659,0.41899,1180664576.0,,4.0
APA,False,82.66614999999999,graham_current_ratio,15723777024.0,9.468355,2.2415345,0.946,0.48854,0.26659,0.78255,0.56331,2146749952.0,0.023,4.0
HRMY,True,82.58763442857142,,2247924736.0,12.491909,2.2450995,3.479,0.16030999999999998,0.20456,0.75424004,0.34183997,182835504.0,,4.0
PRI,False,82.51435,graham_pe_times_pb,9306763264.0,12.149056,3.7033093,3.73,0.71521,0.32966,0.72097,0.31542,1038982144.0,0.0159,4.0
PTC,False,81.93613289684048,"graham_current_ratio,graham_pe_times_pb",16638893056.0,14.887864,4.8931046,1.025,0.46335,0.35053003,0.84501,0.28232,1031425152.0,,4.0
IDCC,False,81.68728284384704,"graham_pe,graham_pe_times_pb",8890814464.0,40.62795,7.395621,1.743,0.33401000000000003,0.26403,0.82498,0.53518003,600847744.0,0.008100000000000001,4.0
GDDY,False,81.59585628571429,"data_invalid_outlier:debt_to_equity,graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",12438071296.0,14.592868,1853.0189,0.632,573.3433,4.42861,0.63802,0.27056998,1204950016.0,,4.0
KNSL,False,81.42671666666666,"graham_current_ratio,graham_pe_times_pb",8689287168.0,15.494317,4.2696776,0.194,0.11033,0.30268,0.31142,0.40678,982102720.0,0.0026,4.0
NVDA,False,81.21595620501301,"graham_pe,graham_pe_times_pb",5267340656640.0,33.303215,26.947956,3.441,0.06555,1.14288,0.74144995,0.65596,46335873024.0,0.0046,4.0
ZTS,False,81.06376163300159,"data_missing:price_to_book,graham_debt_to_equity",31390529536.0,12.392332,,3.084,2.9399599999999997,0.64911,0.71738,0.40721,2016999936.0,0.0276,4.0
AMP,False,80.99128999904366,graham_pe_times_pb,49535938560.0,13.555354,7.791494,2.182,0.67578,0.63432,0.54932,0.30719998,2903124992.0,0.0121,4.0
