symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,95.28161516666668,"graham_current_ratio,graham_earnings_stability",2314002432.0,8.018534,2.1481276,0.865,0.05722000000000001,0.34974998,0.59726,0.45431,423198496.0,0.0088,3.0
EXEL,False,92.4994269188733,graham_pe_times_pb,13352955904.0,16.94654,7.274568,3.456,0.08999,0.44393003,0.96483004,0.39513,739715136.0,,4.0
INVA,False,91.67629996630069,graham_size,1515710336.0,4.867749,1.2357167,16.007,0.26859,0.36676,0.72670996,0.43277,110332496.0,,4.0
ADBE,False,90.78355000000002,"graham_current_ratio,graham_pe_times_pb",109698072576.0,15.787758,9.560051,0.751,0.61443,0.62953997,0.89404,0.35327998,9218374656.0,,4.0
SNDK,False,89.03683697769694,"graham_earnings_stability,graham_pe_times_pb",209161011200.0,19.372255,15.345802,2.29,0.012769999999999998,0.9164,0.71474,0.78472,7720875008.0,,1.0
YOU,False,88.60897422119744,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5950233600.0,29.608107,24.250137,1.04,0.45141,1.19174,0.66656,0.29865,418440384.0,0.013300000000000001,3.0
TDC,False,87.61760714285714,graham_current_ratio,2560290048.0,5.7957897,4.359462,0.915,0.16695000000000002,1.19116,0.61325,0.11951,348500000.0,,4.0
QLYS,False,86.79279701073467,"graham_current_ratio,graham_pe,graham_pe_times_pb",6291342336.0,30.961006,11.010478,1.384,0.09498,0.38592,0.83417,0.33979,244382624.0,,4.0
NFLX,False,86.48233634088608,"graham_current_ratio,graham_pe,graham_pe_times_pb",332490571776.0,25.110062,11.027482,1.142,0.55236,0.49541,0.49118,0.33381,25387552768.0,,4.0
DECK,False,85.15030031545741,graham_pe_times_pb,12497408000.0,13.054053,5.451467,2.747,0.20521,0.42558,0.57804,0.15233,871420352.0,,4.0
PEGA,False,85.04549294285715,"graham_current_ratio,graham_earnings_stability,graham_pe_times_pb",5518251520.0,19.071022,9.843108,1.059,0.12851,0.54693,0.75573,0.046040002,507401984.0,0.0036,3.0
GEN,False,85.00000000000001,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",17176454144.0,16.7807,6.4715834,0.466,3.07831,0.41944,0.78007007,0.35554,1547124992.0,0.0173,4.0
FHI,False,84.72493852301402,graham_pe_times_pb,4800656384.0,11.9516735,3.666743,2.592,0.32354,0.31137,0.69044,0.27722,371463872.0,0.0226,4.0
ALL,False,83.71084933333334,"graham_current_ratio,graham_earnings_stability",65514229760.0,5.1891646,2.0762315,0.363,0.22261,0.46113998,0.36800998,0.22827,15158625280.0,0.017,2.0
CARG,False,83.66791029787665,graham_pe_times_pb,3289358848.0,19.03536,12.480094,1.85,0.7003499999999999,0.53470004,0.92375,0.25275,241320752.0,,4.0
APAM,False,83.4094443809524,graham_pe_times_pb,3026577920.0,10.2230215,7.2058825,3.007,0.57111,0.64552003,0.45593,0.27482998,291218624.0,0.0819,4.0
INCY,False,82.8747128014318,graham_pe_times_pb,25864738816.0,16.255096,4.042147,4.593,0.00603,0.30667,0.55659,0.41899,1180664576.0,,4.0
NEM,False,82.87025575465637,"graham_earnings_stability,graham_pe_times_pb",139380932608.0,16.680782,3.9747176,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.0079,2.0
APA,False,82.66614999999999,graham_current_ratio,15096646656.0,9.090717,2.1521327,0.946,0.48854,0.26659,0.78255,0.56331,2146749952.0,0.023,4.0
HRMY,True,82.58763442857142,,2210076928.0,12.281586,2.2072995,3.479,0.16030999999999998,0.20456,0.75424004,0.34183997,182835504.0,,4.0
PRI,False,82.51435,graham_pe_times_pb,9242745856.0,12.070338,3.6778357,3.73,0.71521,0.32966,0.72097,0.31542,1038982144.0,0.016200000000000003,4.0
IDCC,False,81.96314490744881,"graham_pe,graham_pe_times_pb",8747978752.0,39.92815,7.276806,1.743,0.33401000000000003,0.26403,0.82498,0.53518003,600847744.0,0.008199999999999999,4.0
PTC,False,81.86120696954129,"graham_current_ratio,graham_pe_times_pb",16719729664.0,14.931202,4.9168763,1.025,0.46335,0.35053003,0.84501,0.28232,1031425152.0,,4.0
GDDY,False,81.59585628571429,"data_invalid_outlier:debt_to_equity,graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",12560919552.0,14.736999,1871.3208,0.632,573.3433,4.42861,0.63802,0.27056998,1204950016.0,,4.0
KNSL,False,81.42671666666666,"graham_current_ratio,graham_pe_times_pb",8963309568.0,15.98294,4.4043245,0.194,0.11033,0.30268,0.31142,0.40678,982102720.0,0.0026,4.0
NVDA,False,81.29901798328079,"graham_pe,graham_pe_times_pb",5075638943744.0,32.091164,25.9672,3.441,0.06555,1.14288,0.74144995,0.65596,46335873024.0,0.004699999999999999,4.0
HLNE,False,81.09208351048132,graham_pe_times_pb,5777105920.0,15.933789,4.9980903,4.111,0.21558,0.32416,0.6066,0.45933998,231402752.0,0.022799999999999997,4.0
AMP,False,80.99027725159858,graham_pe_times_pb,49539362816.0,13.539503,7.786145,2.182,0.67578,0.63432,0.54932,0.30719998,2903124992.0,0.012199999999999999,4.0
MU,False,80.92295731584336,"graham_earnings_stability,graham_pe,graham_pe_times_pb",1019983167488.0,20.395777,10.123018,3.425,0.0633,0.66638,0.72569,0.80370003,7639499776.0,0.0005,2.0
WH,False,80.85719665140417,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",5562865664.0,27.15942,11.7125,0.988,5.57292,0.39429,0.62835,0.47733003,362375008.0,0.0231,4.0
ZTS,False,80.64666708947661,"graham_debt_to_equity,graham_pe_times_pb",32227309568.0,12.722674,9.948973,3.084,2.9399599999999997,0.64911,0.71738,0.40721,2016999936.0,0.0273,4.0
IT,False,79.69557142857143,"data_missing:debt_to_equity,graham_current_ratio,graham_pe_times_pb",12483289088.0,17.761005,-76.089294,0.88,,1.13581,0.69629997,0.22623,1052553024.0,,4.0
BMY,False,79.5572993045444,"graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",137004867584.0,14.773128,6.13913,1.532,2.01859,0.46598998,0.71661,0.34418,8114375168.0,0.037599999999999995,1.0
PLTR,False,79.54349032574339,"graham_earnings_stability,graham_pe,graham_pe_times_pb",417915895808.0,148.64104,42.75074,7.228,0.02139,0.38097,0.84796,0.47120997,2159104512.0,,3.0
CROX,False,79.53709523809525,"graham_current_ratio,graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",5952381440.0,11.015971,4.315859,1.49,1.21993,0.42299998,0.5747,0.24221,533888736.0,,0.0
RNR,False,79.39093333333334,"graham_current_ratio,graham_earnings_stability",13661015040.0,5.7008843,1.241738,1.352,0.12211,0.21475,0.45349,0.41674,2787289856.0,0.0051,3.0
BLKB,False,79.21047485714286,"graham_current_ratio,graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",2177362944.0,14.990625,32.086956,0.828,17.27037,1.94448,0.59661996,0.21754,214087872.0,,1.0
NMIH,True,79.2073,,3459268864.0,9.05315,1.2813083,2.029,0.15753,0.15427,0.76384,0.76672995,329759616.0,,4.0
FTNT,False,79.08615251276454,"graham_current_ratio,graham_pe,graham_pe_times_pb",110680711168.0,53.492912,71.35761,1.282,0.36194000000000004,1.17442,0.80204004,0.33595002,2265587456.0,,4.0
ADSK,False,79.0481503768156,"graham_current_ratio,graham_pe,graham_pe_times_pb",53861040128.0,37.239414,16.87773,0.835,0.85419,0.50396,0.92434,0.29524,3060999936.0,,4.0
HRB,False,78.88095238095238,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",6712137216.0,9.5698595,57.560783,1.133,17.894190000000002,7.13542,0.4433,0.3291,624796864.0,0.034300000000000004,4.0
CNX,False,78.56619999999998,"graham_current_ratio,graham_earnings_stability",5416216576.0,5.9335494,1.1264269,0.716,0.49137000000000003,0.21249,0.73616,0.62878,437116736.0,,1.0
MTG,False,78.50679999999998,munger_roe,6426561024.0,9.790625,1.2911068,4.964,0.12903,0.13923,0.92607003,0.80851996,518861888.0,0.022000000000000002,4.0
TROW,True,78.4942230595238,,23829514240.0,11.215863,2.165804,4.039,0.03702,0.19399999,0.51614,0.28688,2023912448.0,0.0466,4.0
SEZL,False,78.42054492309714,"graham_earnings_stability,graham_pe,graham_pe_times_pb",4000592128.0,26.052633,20.286886,4.017,0.52416,0.88851,0.74967,0.57167,100542000.0,,3.0
EXPE,False,78.13428571428571,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",39221121024.0,20.565765,32.435734,0.801,2.30271,0.89489,0.90433,0.1898,3434374912.0,0.006,4.0
GOOG,False,78.10200786601598,graham_pe_times_pb,4211928465408.0,17.288904,6.7666416,2.724,0.18859,0.48676,0.60897,0.34033,22665000960.0,0.0026,4.0
GOOGL,False,78.08983388000833,graham_pe_times_pb,4250391805952.0,17.438034,6.8284345,2.724,0.18859,0.48676,0.60897,0.34033,22665000960.0,0.0026,4.0
WDC,False,77.9503196792525,"graham_current_ratio,graham_earnings_stability,graham_pe_times_pb",154041106432.0,15.871099,20.427921,1.329,0.13436,1.30853,0.48851,0.43608,2268750080.0,0.0013,2.0
TER,False,77.8577590281544,"graham_pe,graham_pe_times_pb",55161704448.0,48.399174,16.061821,2.125,0.02883,0.36465,0.59242,0.33161,437381248.0,0.0014000000000000002,4.0
ESNT,False,77.69319999999999,munger_roe,6230238720.0,9.668061,1.1000905,1.791,0.08757,0.12009,0.76005995,0.6575,690249472.0,0.0206,4.0
PRDO,True,77.5382935,,2090073728.0,12.145455,2.0225265,4.692,0.11009000000000001,0.17554002,0.79890996,0.25722998,184656128.0,0.0206,4.0
TPL,False,77.26295,"graham_pe,graham_pe_times_pb,munger_fcf",26594574336.0,49.24267,17.092388,4.552,0.01077,0.36566,0.93336,0.78177,-32836124.0,0.0063,4.0
INSW,True,77.2466061881738,,4961056256.0,6.4040923,2.2596729,5.944,0.28815,0.37412,0.725,0.64219004,69650376.0,0.08220000000000001,4.0
V,False,77.0097443610904,"graham_current_ratio,graham_pe,graham_pe_times_pb",710159433728.0,32.34396,20.157125,0.985,0.67821,0.6119,0.97725,0.66130996,20404000768.0,0.0072,4.0
LVS,False,76.74588981852311,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",30195828736.0,18.069767,51.973244,0.997,17.03902,1.22869,0.79335,0.19658001,2212875008.0,0.0255,4.0
EOG,False,76.73417443791328,graham_pe_times_pb,81505476608.0,11.8993,2.648041,1.851,0.25891,0.22507,0.62636,0.40717998,4478750208.0,0.026699999999999998,4.0
CF,False,76.67936867868106,graham_pe_times_pb,19711791104.0,9.662463,3.4351346,4.86,0.40503999999999996,0.29867,0.42486,0.49325,1276749952.0,0.018500000000000003,4.0
MCY,False,76.63364285714285,"graham_current_ratio,graham_earnings_stability,munger_gross_margin",5926583296.0,6.323877,2.0897622,0.952,0.33925,0.38991,0.26808,0.19934,1143784576.0,0.012,3.0
ACT,False,76.50590686564117,"graham_current_ratio,munger_roe",6889306624.0,10.571731,1.2828653,0.922,0.13812,0.12869,0.73177004,0.73258,521546880.0,0.0195,4.0
MCRI,False,76.42186198066719,"graham_current_ratio,graham_pe,graham_pe_times_pb",2261248512.0,20.251686,3.9205742,1.207,0.02218,0.20544,0.68021005,0.27436,131950872.0,0.0095,4.0
LOPE,False,76.32688195655746,graham_pe_times_pb,3887469824.0,17.990953,5.7703023,2.818,0.15564999999999998,0.30979002,0.53271,0.22023001,205755248.0,,4.0
MEDP,False,76.30574028361866,"graham_current_ratio,graham_pe,graham_pe_times_pb",17261125632.0,36.35626,39.782566,0.732,0.33216,1.6215401,0.7235,0.20757,510396512.0,,4.0
RDDT,False,76.08222619775087,"graham_earnings_stability,graham_pe,graham_pe_times_pb",29198094336.0,35.211136,8.883165,10.486,0.00635,0.30712,0.91442,0.28788,678068736.0,,1.0
FSLR,False,75.93377753156746,graham_earnings_stability,22628839424.0,12.981504,2.1926253,2.518,0.018799999999999997,0.18509,0.44015998,0.42641997,1598684800.0,,3.0
DUOL,False,75.92418226078416,"graham_earnings_stability,graham_pe_times_pb",6811379200.0,17.20863,4.825169,2.719,0.0611,0.3442,0.72717005,0.11684,300198016.0,,3.0
LULU,True,75.74779285714285,,13844493312.0,9.872065,2.890949,2.226,0.44264000000000003,0.32027,0.55695,0.11205,1133960960.0,,4.0
CINF,False,75.68008333333333,"graham_current_ratio,graham_earnings_stability",26292324352.0,8.084474,1.5763224,1.151,0.05255,0.21484,0.31066,0.37202,2984875008.0,0.0223,3.0
CHH,False,75.64740392607075,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",4984254976.0,15.685553,34.87874,0.926,14.817260000000001,5.66362,0.90328,0.37729,212277504.0,0.0105,4.0
MANH,False,75.59680208268429,"graham_current_ratio,graham_pe,graham_pe_times_pb",12535569408.0,61.42857,79.570694,0.983,0.34209,0.96378,0.5581,0.25015,321116384.0,,4.0
SEIC,False,75.56999406861577,graham_pe_times_pb,13335331840.0,19.596119,5.332854,5.059,0.02383,0.27587998,0.78388,0.30706,377482240.0,0.0095,4.0
CRUS,False,75.25057067857142,graham_pe_times_pb,5635218432.0,13.745721,2.5910223,7.583,0.0596,0.20903999,0.52785,0.18367,450997248.0,,4.0
VCTR,False,75.17969107694196,"graham_pe,graham_pe_times_pb",7156638720.0,21.154545,3.0839164,2.066,0.42615000000000003,0.19045,0.57335997,0.48994,520321760.0,0.0173,4.0
MGY,True,75.16874529269903,,6695205888.0,12.056769,2.33686,1.583,0.19243,0.20854001,0.8222,0.50688,332475744.0,0.0235,4.0
FTDR,False,75.08782273985847,"graham_debt_to_equity,graham_pe,graham_pe_times_pb",5760169984.0,22.060686,20.397657,1.591,4.16901,1.01859,0.55544996,0.28217,333624992.0,,4.0
IDXX,False,74.94927991763929,"graham_current_ratio,graham_pe,graham_pe_times_pb",44114104320.0,39.217014,27.353125,1.172,0.67971,0.74211,0.62446,0.3498,909368384.0,,4.0
INTU,False,74.8065951163316,"graham_current_ratio,graham_pe,graham_pe_times_pb",100989861888.0,22.512196,4.9085956,1.453,0.33448,0.22496,0.80793,0.46974,5232000000.0,0.0131,4.0
CPAY,False,74.67956106232857,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",27382679552.0,25.382835,7.730551,0.972,2.75291,0.29215,0.80539,0.4692,1946175872.0,,4.0
ADEA,False,74.22926038406324,"graham_earnings_stability,graham_pe,graham_pe_times_pb",2860115712.0,23.793577,5.992375,3.247,0.82832,0.27878,1.0,0.31948,195100624.0,0.0076,3.0
WEX,False,74.18864285714287,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",6867444736.0,20.10978,5.140175,1.045,3.98423,0.3019,0.73232,0.26941,1331299968.0,,4.0
AMGN,False,74.05757916538876,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",238629568512.0,27.449629,20.41582,1.371,4.90281,0.91473,0.71891,0.35548002,8645624832.0,0.0229,4.0
LRCX,False,73.90442947384656,"graham_pe,graham_pe_times_pb",378962575360.0,52.669567,30.385271,2.629,0.33049,0.65066004,0.50469,0.37390998,3090484480.0,0.0033,4.0
GFF,False,73.8752380952381,"graham_debt_to_equity,graham_earnings_stability,graham_pe,graham_pe_times_pb",4587901952.0,21.146137,35.665493,2.411,10.351759999999999,2.27544,0.41297,0.23589,444938752.0,0.0088,3.0
PAYC,False,73.76823739620191,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",10412445696.0,24.42072,17.584108,1.074,1.71969,0.41089,0.88055,0.31721002,423724992.0,0.006500000000000001,4.0
AMAT,False,73.65646402766916,"graham_pe,graham_pe_times_pb",378353418240.0,41.187557,14.757672,2.423,0.28666,0.41068,0.49398,0.33736,3075375104.0,0.0043,4.0
DXCM,False,73.62730585934372,"graham_pe,graham_pe_times_pb",34803986432.0,36.454548,13.278146,1.733,0.5334599999999999,0.38491002,0.62473,0.24327,1021162496.0,,4.0
QCOM,False,73.6049751468994,graham_pe_times_pb,164592664576.0,17.93135,5.989223,2.016,0.5521,0.33754003,0.54226,0.18528,10241000448.0,0.0229,4.0
RELY,False,73.49861956430044,"graham_earnings_stability,graham_pe_times_pb",5645613568.0,19.18705,5.009392,3.181,0.03396,0.32246,0.61548,0.14324,196120992.0,,1.0
LAMR,False,73.3141585918293,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",15433520128.0,27.784279,15.715025,0.627,5.0011399999999995,0.59433,0.67430997,0.33283,558694400.0,0.0424,4.0
DAVE,False,73.2721065877367,"graham_debt_to_equity,graham_earnings_stability,graham_pe,graham_pe_times_pb",4566088704.0,23.035393,21.964045,4.223,1.29139,1.04779,0.71748,0.32945,167170368.0,,2.0
MA,False,73.11807693401924,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",522329686016.0,32.81563,93.22389,1.061,4.39583,2.41202,1.0,0.61108,16961250304.0,0.006,4.0
KTB,False,73.07147561904763,"graham_debt_to_equity,graham_pe_times_pb",4517668352.0,16.732794,7.303411,1.831,2.05768,0.49523997,0.49308997,0.15482001,440592512.0,0.0259,4.0
APP,False,72.92679029503934,"graham_debt_to_equity,graham_earnings_stability,graham_pe,graham_pe_times_pb",100291420160.0,23.053078,31.767014,4.3,1.1113,2.03686,0.88464,0.77678,3179956224.0,,3.0
LNTH,False,72.85409180794545,"graham_pe,graham_pe_times_pb",6536374784.0,23.956938,4.982337,3.06,0.47642,0.22215,0.60143,0.25817,451656000.0,,4.0
AGX,False,72.81595131862954,"graham_pe,graham_pe_times_pb,munger_gross_margin",6662366720.0,41.723442,14.0713005,1.53,0.02023,0.38521,0.20743999,0.15602,416462240.0,0.004,4.0
HL,False,72.76074482959608,"graham_earnings_stability,graham_pe,graham_pe_times_pb",13692594176.0,24.596388,5.121676,5.197,0.008020000000000001,0.22173999,0.61395,0.4427,342344736.0,0.0007000000000000001,2.0
SPG,False,72.74895154955274,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",83729752064.0,15.565278,14.844528,0.266,5.03504,1.20508,0.81426,0.46023998,2595271168.0,0.0408,4.0
