symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,95.28161516666668,"graham_current_ratio,graham_earnings_stability",2320470784.0,8.044415,2.1541324,0.865,0.05722000000000001,0.34974998,0.59726,0.45431,423198496.0,0.0086,3.0
INVA,False,91.9046556857195,graham_size,1496926464.0,4.8074245,1.2204028,16.007,0.26859,0.36676,0.7479845767854364,0.3980886299984441,110332496.0,,4.0
EXEL,False,91.60515013809044,graham_pe_times_pb,14274703360.0,18.116352,7.776728,3.456,0.08999,0.44393003,0.96483004,0.3759239799907419,739715136.0,,4.0
DECK,False,91.03380572569493,graham_pe_times_pb,10899995648.0,11.38549,4.7546635,2.747,0.20521,0.42558,0.5770385958654284,0.23078119312259424,871420352.0,,4.0
ADBE,False,90.78355000000002,"graham_current_ratio,graham_pe_times_pb",99371024384.0,14.301488,8.660062,0.751,0.61443,0.62953997,0.8926753334174765,0.36627540073204595,9218374656.0,,4.0
PEGA,False,89.53107195042438,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5872544768.0,20.295456,10.475074,1.059,0.12851,0.54693,0.7586326591866708,0.15070351217656883,507401984.0,0.0034000000000000002,3.0
SNDK,False,87.60618017117568,"graham_earnings_stability,graham_pe,graham_pe_times_pb",247535976448.0,22.926498,16.007801,2.29,0.012769999999999998,0.9164,0.7147372580007902,0.61186290003951,7720875008.0,,1.0
PTC,False,87.5684626779346,"graham_current_ratio,graham_pe_times_pb",14145419264.0,12.64452,4.159833,1.025,0.46335,0.35053003,0.8375515565345831,0.35863597965264643,1031425152.0,,4.0
TDC,False,87.56232503650888,graham_current_ratio,2575634944.0,5.8305264,4.3621044,0.915,0.16695000000000002,1.19116,0.5935057125676488,0.1232711966325917,348500000.0,,4.0
QLYS,False,87.2385260479783,"graham_current_ratio,graham_pe,graham_pe_times_pb",5816803328.0,29.24174,10.36302,1.384,0.09498,0.38592,0.828480478236503,0.3317048384083691,244382624.0,,4.0
CARG,False,86.04540633830325,graham_pe_times_pb,2983961600.0,17.268042,12.699015,1.85,0.7003499999999999,0.53470004,0.9278186950098127,0.2695153145604093,241320752.0,,4.0
APAM,False,85.94305360289638,graham_pe_times_pb,2854766592.0,9.642686,6.796822,3.007,0.57111,0.64552003,0.45593,0.3339475285120265,291218624.0,0.086,4.0
FHI,False,85.7304307100575,graham_pe_times_pb,4543451136.0,11.311338,3.4702897,2.592,0.32354,0.31137,0.69044,0.2853848832346752,371463872.0,0.0235,4.0
GEN,False,85.00000000000001,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",18089299968.0,17.672514,6.8155165,0.466,3.07831,0.41944,0.7846,0.424,1547124992.0,0.0168,4.0
YOU,False,84.98390565974083,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5849750528.0,29.108109,23.84062,1.04,0.45141,1.19174,0.66656,0.207018591685641,418440384.0,0.013300000000000001,3.0
ALL,False,83.71084933333334,"graham_current_ratio,graham_earnings_stability",63565959168.0,5.0348487,2.0144882,0.363,0.22261,0.46113998,0.36800998,0.22827,15158625280.0,0.017,2.0
NEM,False,83.59781261931431,"graham_earnings_stability,graham_pe_times_pb",133249925120.0,15.947037,3.79988,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.008100000000000001,2.0
APA,False,82.66614999999999,graham_current_ratio,15718521856.0,9.465191,2.2407854,0.946,0.48854,0.26659,0.78255,0.56331,2146749952.0,0.023,4.0
PRI,False,82.51435,graham_pe_times_pb,8879265792.0,11.595659,3.533201,3.73,0.71521,0.32966,0.72097,0.31542,1038982144.0,0.0167,4.0
IDCC,False,81.84992720808405,"graham_pe,graham_pe_times_pb",8806041600.0,40.240566,7.3251047,1.743,0.33401000000000003,0.26403,0.82498,0.5525715964341169,600847744.0,0.0083,4.0
TROW,True,81.81879755558789,,22993315840.0,10.822289,2.0898042,4.039,0.03702,0.19399999,0.9985236428059223,0.2992289604637174,2023912448.0,0.0483,4.0
HLNE,False,81.78609174256786,graham_pe_times_pb,5402672128.0,14.901065,4.464408,4.111,0.21558,0.32416,0.6066,0.45933998,231402752.0,0.024300000000000002,4.0
ZTS,False,81.67623552674284,"data_missing:price_to_book,graham_debt_to_equity",30237638656.0,11.937195,,3.084,2.9399599999999997,0.64911,0.71738,0.40721,2016999936.0,0.028900000000000002,4.0
NFLX,False,81.46990152810189,"graham_current_ratio,graham_pe,graham_pe_times_pb",317125656576.0,23.949686,10.517884,1.142,0.55236,0.49541,0.3634414152008206,0.29494704605507255,25387552768.0,,4.0
KNSL,False,81.42671666666666,"graham_current_ratio,graham_pe_times_pb",8212988416.0,14.639058,4.0356374,0.194,0.11033,0.30268,0.31142,0.40678,982102720.0,0.0028000000000000004,4.0
AMP,False,81.11246639106251,graham_pe_times_pb,49129611264.0,13.437666,7.7275825,2.182,0.67578,0.63432,0.54932,0.30719998,2903124992.0,0.0123,4.0
INCY,False,80.96475901295067,graham_pe_times_pb,24857837568.0,15.622293,3.8847883,4.593,0.00603,0.30667,0.55659,0.2946484526501573,1180664576.0,,4.0
BMY,False,80.28212079752149,"graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",130611167232.0,14.0837,5.8526316,1.532,2.01859,0.46598998,0.7231055082553272,0.34418,8114375168.0,0.0391,1.0
GDDY,False,79.75800471468102,"data_invalid_outlier:debt_to_equity,graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",12377280512.0,14.521545,1843.9624,0.632,573.3433,4.42861,0.63802,0.2276867766758902,1204950016.0,,4.0
NVDA,False,79.43457938865384,"graham_pe,graham_pe_times_pb",5278413094912.0,27.600378,23.05125,4.589,0.16971,1.17211,0.7106808435754708,0.6038168363141272,41809874944.0,0.0045000000000000005,4.0
RNR,False,79.39093333333334,"graham_current_ratio,graham_earnings_stability",13408379904.0,5.595457,1.2187743,1.352,0.12211,0.21475,0.45349,0.41674,2787289856.0,0.0051,3.0
WH,False,79.32283043122372,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",5119824896.0,24.996376,10.779687,0.988,5.57292,0.39429,0.62835,0.2813156053184045,362375008.0,0.0246,4.0
NMIH,True,79.2073,,3295293952.0,8.624016,1.2205722,2.029,0.15753,0.15427,0.76384,0.76672995,329759616.0,,4.0
LVS,False,79.18536587812945,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",27789619200.0,16.629845,47.831657,0.997,17.03902,1.22869,0.79335,0.21648613351770762,2212875008.0,0.0277,4.0
LULU,True,78.87019378953664,,10839618560.0,8.058436,2.3216276,2.19,0.44689,0.30898002,0.566005440167168,0.19910786662583538,1148515840.0,,4.0
CNX,False,78.51365433301429,"graham_current_ratio,graham_earnings_stability",5478352384.0,6.0016203,1.1393496,0.716,0.49137000000000003,0.21249,0.73616,0.62878,437116736.0,,1.0
MTG,False,78.50679999999998,munger_roe,6279896576.0,9.567187,1.2616417,4.964,0.12903,0.13923,0.92607003,0.80851996,518861888.0,0.022000000000000002,4.0
