symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,97.8391,"graham_current_ratio,graham_earnings_stability",2279411968.0,7.6377254,2.1154075,1.004,0.057460000000000004,0.38464,0.59559,0.47886002,449517504.0,0.0091,3.0
INVA,False,93.47898338449524,graham_size,1530055424.0,3.3435483,1.1403894,21.134,0.24702000000000002,0.50725,0.74100995,0.40108,105171624.0,,4.0
ADBE,False,90.78355000000002,"graham_current_ratio,graham_pe_times_pb",100239564800.0,14.377137,8.735754,0.751,0.61443,0.62953997,0.89404,0.35327998,9218374656.0,,4.0
EXEL,False,89.91011548549228,graham_pe_times_pb,14013045760.0,18.460264,7.306684,3.258,0.08757999999999999,0.40987,0.96444,0.41149,629119360.0,,4.0
QLYS,False,87.64841510262168,"graham_current_ratio,graham_pe,graham_pe_times_pb",5530302976.0,26.348154,9.748883,1.43,0.09165,0.37724,0.83178,0.3502,237364256.0,,4.0
NFLX,False,87.39340952380952,"graham_current_ratio,graham_pe,graham_pe_times_pb",304655040512.0,22.512339,10.10428,1.142,0.55236,0.49541,0.49118,0.33381,25387552768.0,,4.0
NEM,False,87.0577,"graham_earnings_stability,graham_pe_times_pb",102524264448.0,12.057002,2.9236782,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.0111,2.0
PEGA,False,85.04549294285715,"graham_current_ratio,graham_earnings_stability,graham_pe_times_pb",5180399616.0,17.40884,9.240469,1.059,0.12851,0.54693,0.75573,0.046040002,507401984.0,0.0039000000000000003,3.0
GEN,False,84.90774775000001,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",16876880896.0,17.958597,6.4578557,0.399,3.16354,0.39876997,0.7846,0.63367003,1422249984.0,0.0182,4.0
FHI,False,84.08201816896116,graham_pe_times_pb,4770045440.0,11.130662,3.6433623,2.592,0.32354,0.31137,0.68708,0.26429,367401376.0,0.024,4.0
INCY,False,83.72131164955057,graham_pe_times_pb,24078465024.0,15.268638,3.7629879,4.593,0.00603,0.30667,0.55659,0.41899,1180664576.0,,4.0
DECK,False,83.59970828194193,graham_pe_times_pb,13717599232.0,13.951525,5.9837236,2.747,0.20521,0.42558,0.57804,0.15233,871420352.0,,4.0
APAM,False,83.4094443809524,graham_pe_times_pb,3005988864.0,9.450892,6.460177,3.007,0.57111,0.64552003,0.45593,0.27482998,291218624.0,0.0882,4.0
PTC,False,83.34572134296113,"graham_current_ratio,graham_pe_times_pb",15251640320.0,13.386666,4.205991,1.025,0.46335,0.35053003,0.84501,0.28232,1031425152.0,,4.0
IDCC,False,83.00177182422644,"graham_pe,graham_pe_times_pb",8249019392.0,37.039978,6.861758,1.743,0.33401000000000003,0.26403,0.82498,0.53518003,600847744.0,0.0092,4.0
HLNE,False,82.15618609811366,graham_pe_times_pb,6646578176.0,15.691455,4.7347817,3.267,0.24308,0.32439,0.6053,0.42490003,305028384.0,0.027000000000000003,4.0
GPOR,False,81.77965184619745,"graham_current_ratio,graham_earnings_stability",2795537152.0,5.11407,1.5544099,0.559,0.45587000000000005,0.33986,0.69308,0.50863,146801504.0,,1.0
GDDY,False,81.59585628571429,"data_invalid_outlier:debt_to_equity,graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",11238083584.0,12.341447,1674.2454,0.632,573.3433,4.42861,0.63802,0.27056998,1204950016.0,,4.0
KNSL,False,81.42671666666666,"graham_current_ratio,graham_pe_times_pb",8234058240.0,14.5116415,4.237311,0.194,0.11033,0.30268,0.31142,0.40678,982102720.0,0.0028000000000000004,4.0
NVDA,False,81.29169450942157,"graham_pe,graham_pe_times_pb",5091978379264.0,31.284212,26.050795,3.441,0.06555,1.14288,0.74144995,0.65596,46335873024.0,0.005,4.0
PRI,False,81.17429435714286,graham_pe_times_pb,9949257728.0,13.496193,3.9685798,3.6,0.73789,0.32338002,0.71549004,0.30308,1071836864.0,0.013999999999999999,4.0
DUOL,False,81.09015114716544,"graham_earnings_stability,graham_pe_times_pb",6115812352.0,14.915908,4.417892,2.623,0.06601,0.36960998,0.72665,0.15369001,312465120.0,,3.0
ALL,False,81.04129285714285,"graham_current_ratio,graham_earnings_stability",66995085312.0,5.7873025,2.267978,0.364,0.23719,0.45221,0.34428,0.18954,12428999680.0,0.016399999999999998,2.0
