symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,97.8391,"graham_current_ratio,graham_earnings_stability",2269774336.0,7.7920685,2.1064634,1.004,0.057460000000000004,0.38464,0.59559,0.47886002,449517504.0,0.0089,3.0
INVA,False,92.68063375016104,graham_size,1604602240.0,3.4728432,1.1959512,21.134,0.24702000000000002,0.50725,0.74100995,0.40108,105171624.0,,4.0
ADBE,False,90.78355000000002,"graham_current_ratio,graham_pe_times_pb",94640775168.0,13.612922,8.247826,0.751,0.61443,0.62953997,0.89404,0.35327998,9218374656.0,,4.0
EXEL,False,89.83810304440948,graham_pe_times_pb,14103534592.0,18.57947,7.353866,3.258,0.08757999999999999,0.40987,0.96444,0.41149,629119360.0,,4.0
QLYS,False,89.21221985317734,"graham_current_ratio,graham_pe,graham_pe_times_pb",4826843136.0,24.606821,8.508816,1.43,0.09165,0.37724,0.83178,0.3502,237364256.0,,4.0
IDCC,False,88.87344418617413,"graham_pe,graham_pe_times_pb",6638295552.0,24.485226,6.0190287,1.878,0.36385,0.35902,0.84656996,0.40046,462150016.0,0.0108,4.0
PTC,False,87.65674535286064,"graham_current_ratio,graham_pe_times_pb",14312323072.0,11.902979,3.7077713,1.234,0.3578,0.344,0.84713,0.41625,986047232.0,,4.0
NFLX,False,87.39340952380952,"graham_current_ratio,graham_pe,graham_pe_times_pb",296639037440.0,22.402515,9.83842,1.142,0.55236,0.49541,0.49118,0.33381,25387552768.0,,4.0
NEM,False,87.0577,"graham_earnings_stability,graham_pe_times_pb",97972314112.0,11.725095,2.7938704,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.011200000000000002,2.0
HLNE,False,86.47018545954572,graham_pe_times_pb,4830331392.0,14.692568,4.1527815,3.267,0.24308,0.32439,0.6053,0.42490003,305028384.0,0.028900000000000002,4.0
FHI,False,86.2729,graham_pe_times_pb,4475810304.0,11.448544,3.5271597,3.276,0.35674,0.3376,0.68292,0.26376,364816384.0,0.0242,4.0
